Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,ACS19_5yr_B25003001,ACS19_5yr_B25003002,ACS19_5yr_B25003003,ACS19_5yr_B25003001s,ACS19_5yr_B25003002s,ACS19_5yr_B25003003s
"06019005804","Census Tract 58.04","Census Tract 58.04, Fresno County, California","ca","140","00","ACSSF","0003545",,,,,"06","019",,,,"005804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019005804",,,"2511981","66767",2097,1447,650,31.51515,120,125.4545
"06019005805","Census Tract 58.05","Census Tract 58.05, Fresno County, California","ca","140","00","ACSSF","0003546",,,,,"06","019",,,,"005805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019005805",,,"12661798","0",1806,1628,178,52.72727,62.42424,54.54546
"06019005904","Census Tract 59.04","Census Tract 59.04, Fresno County, California","ca","140","00","ACSSF","0003547",,,,,"06","019",,,,"005904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019005904",,,"49726079","0",1871,1592,279,72.12122,86.66666,70.90909
"06019005905","Census Tract 59.05","Census Tract 59.05, Fresno County, California","ca","140","00","ACSSF","0003548",,,,,"06","019",,,,"005905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019005905",,,"81225176","0",2521,2300,221,87.87878,107.2727,81.21212
"06019005906","Census Tract 59.06","Census Tract 59.06, Fresno County, California","ca","140","00","ACSSF","0003549",,,,,"06","019",,,,"005906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019005906",,,"71055583","0",745,524,221,37.57576,35.15152,38.78788
"06019005907","Census Tract 59.07","Census Tract 59.07, Fresno County, California","ca","140","00","ACSSF","0003550",,,,,"06","019",,,,"005907",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019005907",,,"2642125","31261",1023,746,277,24.84848,44.84848,36.36364
"06019005909","Census Tract 59.09","Census Tract 59.09, Fresno County, California","ca","140","00","ACSSF","0003551",,,,,"06","019",,,,"005909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019005909",,,"3229963","0",2245,1951,294,62.42424,93.93939,72.72727
"06019005911","Census Tract 59.11","Census Tract 59.11, Fresno County, California","ca","140","00","ACSSF","0003552",,,,,"06","019",,,,"005911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019005911",,,"3660894","0",1891,1615,276,58.78788,69.69697,57.57576
"06019005912","Census Tract 59.12","Census Tract 59.12, Fresno County, California","ca","140","00","ACSSF","0003553",,,,,"06","019",,,,"005912",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019005912",,,"27026229","37560",2008,1836,172,79.39394,87.27273,61.81818
"06019006000","Census Tract 60","Census Tract 60, Fresno County, California","ca","140","00","ACSSF","0003554",,,,,"06","019",,,,"006000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019006000",,,"9651095","0",3033,1864,1169,102.4242,149.0909,135.7576
"06019006100","Census Tract 61","Census Tract 61, Fresno County, California","ca","140","00","ACSSF","0003555",,,,,"06","019",,,,"006100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019006100",,,"10887616","0",2210,1226,984,76.9697,102.4242,106.6667
"06019006201","Census Tract 62.01","Census Tract 62.01, Fresno County, California","ca","140","00","ACSSF","0003556",,,,,"06","019",,,,"006201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019006201",,,"7727989","98868",678,281,397,32.12121,36.9697,43.0303
"06019006202","Census Tract 62.02","Census Tract 62.02, Fresno County, California","ca","140","00","ACSSF","0003557",,,,,"06","019",,,,"006202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019006202",,,"16717015","0",1681,828,853,68.48485,89.69697,95.75758
"06019006300","Census Tract 63","Census Tract 63, Fresno County, California","ca","140","00","ACSSF","0003558",,,,,"06","019",,,,"006300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019006300",,,"160373166","837447",2391,1905,486,92.72727,120,98.18182
"06019006402","Census Tract 64.02","Census Tract 64.02, Fresno County, California","ca","140","00","ACSSF","0003559",,,,,"06","019",,,,"006402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019006402",,,"2147483647","67771242",1067,887,180,56.36364,53.93939,25.45455
"06019006403","Census Tract 64.03","Census Tract 64.03, Fresno County, California","ca","140","00","ACSSF","0003560",,,,,"06","019",,,,"006403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019006403",,,"2125808597","22944299",2074,1816,258,115.7576,110.9091,72.12122
"06019006404","Census Tract 64.04","Census Tract 64.04, Fresno County, California","ca","140","00","ACSSF","0003561",,,,,"06","019",,,,"006404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019006404",,,"602038732","12142384",1750,1492,258,102.4242,89.69697,70.90909
"06019006405","Census Tract 64.05","Census Tract 64.05, Fresno County, California","ca","140","00","ACSSF","0003562",,,,,"06","019",,,,"006405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019006405",,,"353743589","11890112",1994,1684,310,89.69697,80.60606,67.87878
"06019006501","Census Tract 65.01","Census Tract 65.01, Fresno County, California","ca","140","00","ACSSF","0003563",,,,,"06","019",,,,"006501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019006501",,,"47352134","0",1702,654,1048,81.81818,64.24242,77.57576
"06019006502","Census Tract 65.02","Census Tract 65.02, Fresno County, California","ca","140","00","ACSSF","0003564",,,,,"06","019",,,,"006502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019006502",,,"14521582","0",1299,461,838,72.12122,68.48485,86.66666
"06019006602","Census Tract 66.02","Census Tract 66.02, Fresno County, California","ca","140","00","ACSSF","0003565",,,,,"06","019",,,,"006602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019006602",,,"2965944","0",1582,777,805,58.78788,85.45454,83.63636
"06019006603","Census Tract 66.03","Census Tract 66.03, Fresno County, California","ca","140","00","ACSSF","0003566",,,,,"06","019",,,,"006603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019006603",,,"1851157","97487",644,331,313,30.90909,36.9697,33.93939
"06019006604","Census Tract 66.04","Census Tract 66.04, Fresno County, California","ca","140","00","ACSSF","0003567",,,,,"06","019",,,,"006604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019006604",,,"2400007","0",1852,986,866,63.0303,87.87878,81.21212
"06019006700","Census Tract 67","Census Tract 67, Fresno County, California","ca","140","00","ACSSF","0003568",,,,,"06","019",,,,"006700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019006700",,,"5705913","326522",2161,1684,477,81.81818,110.303,94.54546
"06019006802","Census Tract 68.02","Census Tract 68.02, Fresno County, California","ca","140","00","ACSSF","0003569",,,,,"06","019",,,,"006802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019006802",,,"37292529","58223",1030,459,571,63.63636,63.63636,81.21212
"06019006900","Census Tract 69","Census Tract 69, Fresno County, California","ca","140","00","ACSSF","0003570",,,,,"06","019",,,,"006900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019006900",,,"56880831","0",888,538,350,37.57576,55.15152,50.30303
"06019007002","Census Tract 70.02","Census Tract 70.02, Fresno County, California","ca","140","00","ACSSF","0003571",,,,,"06","019",,,,"007002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019007002",,,"1922209","0",1466,619,847,61.81818,76.36364,86.66666
"06019007003","Census Tract 70.03","Census Tract 70.03, Fresno County, California","ca","140","00","ACSSF","0003572",,,,,"06","019",,,,"007003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019007003",,,"8007694","0",2228,1558,670,82.42424,161.2121,129.697
"06019007004","Census Tract 70.04","Census Tract 70.04, Fresno County, California","ca","140","00","ACSSF","0003573",,,,,"06","019",,,,"007004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019007004",,,"18461446","0",1823,1263,560,72.72727,85.45454,82.42424
"06019007100","Census Tract 71","Census Tract 71, Fresno County, California","ca","140","00","ACSSF","0003574",,,,,"06","019",,,,"007100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019007100",,,"14229175","74452",2050,1018,1032,84.24242,86.06061,96.9697
"06019007201","Census Tract 72.01","Census Tract 72.01, Fresno County, California","ca","140","00","ACSSF","0003575",,,,,"06","019",,,,"007201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019007201",,,"34586193","0",2822,1891,931,98.78788,133.3333,123.0303
"06019007202","Census Tract 72.02","Census Tract 72.02, Fresno County, California","ca","140","00","ACSSF","0003576",,,,,"06","019",,,,"007202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019007202",,,"5344718","0",1667,1114,553,72.12122,84.84849,65.45454
"06019007300","Census Tract 73","Census Tract 73, Fresno County, California","ca","140","00","ACSSF","0003577",,,,,"06","019",,,,"007300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019007300",,,"164109835","595054",1246,632,614,59.39394,52.72727,66.66666
"06019007400","Census Tract 74","Census Tract 74, Fresno County, California","ca","140","00","ACSSF","0003578",,,,,"06","019",,,,"007400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019007400",,,"130140495","0",1009,471,538,38.78788,49.69697,53.33333
"06019007500","Census Tract 75","Census Tract 75, Fresno County, California","ca","140","00","ACSSF","0003579",,,,,"06","019",,,,"007500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019007500",,,"90886081","0",1497,859,638,46.66667,81.21212,77.57576
"06019007600","Census Tract 76","Census Tract 76, Fresno County, California","ca","140","00","ACSSF","0003580",,,,,"06","019",,,,"007600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019007600",,,"356819981","0",1303,605,698,53.93939,66.06061,66.06061
"06019007700","Census Tract 77","Census Tract 77, Fresno County, California","ca","140","00","ACSSF","0003581",,,,,"06","019",,,,"007700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019007700",,,"186916478","0",1495,840,655,75.75758,75.15151,90.90909
"06019007801","Census Tract 78.01","Census Tract 78.01, Fresno County, California","ca","140","00","ACSSF","0003582",,,,,"06","019",,,,"007801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019007801",,,"293191128","0",655,261,394,44.24242,47.27273,50.90909
"06019007802","Census Tract 78.02","Census Tract 78.02, Fresno County, California","ca","140","00","ACSSF","0003583",,,,,"06","019",,,,"007802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019007802",,,"523797956","0",1296,221,1075,74.54546,49.69697,76.9697
"06019007901","Census Tract 79.01","Census Tract 79.01, Fresno County, California","ca","140","00","ACSSF","0003584",,,,,"06","019",,,,"007901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019007901",,,"2619931","0",0,0,0,7.272727,7.272727,7.272727
"06019007902","Census Tract 79.02","Census Tract 79.02, Fresno County, California","ca","140","00","ACSSF","0003585",,,,,"06","019",,,,"007902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019007902",,,"1821347145","976972",871,493,378,44.84848,42.42424,51.51515
"06019008000","Census Tract 80","Census Tract 80, Fresno County, California","ca","140","00","ACSSF","0003586",,,,,"06","019",,,,"008000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019008000",,,"16382750","0",1688,931,757,85.45454,87.87878,81.21212
"06019008100","Census Tract 81","Census Tract 81, Fresno County, California","ca","140","00","ACSSF","0003587",,,,,"06","019",,,,"008100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019008100",,,"7718823","0",2065,1047,1018,91.51515,84.84849,86.66666
"06019008200","Census Tract 82","Census Tract 82, Fresno County, California","ca","140","00","ACSSF","0003588",,,,,"06","019",,,,"008200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019008200",,,"815313726","5549891",1781,711,1070,84.24242,67.87878,93.33334
"06019008301","Census Tract 83.01","Census Tract 83.01, Fresno County, California","ca","140","00","ACSSF","0003589",,,,,"06","019",,,,"008301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019008301",,,"34326357","1246570",1495,613,882,75.15151,84.84849,84.84849
"06019008302","Census Tract 83.02","Census Tract 83.02, Fresno County, California","ca","140","00","ACSSF","0003590",,,,,"06","019",,,,"008302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019008302",,,"1298475041","3386616",1571,565,1006,78.18182,67.27273,84.24242
"06019008401","Census Tract 84.01","Census Tract 84.01, Fresno County, California","ca","140","00","ACSSF","0003591",,,,,"06","019",,,,"008401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019008401",,,"163324327","143103",2321,916,1405,107.8788,114.5455,131.5152
"06019008402","Census Tract 84.02","Census Tract 84.02, Fresno County, California","ca","140","00","ACSSF","0003592",,,,,"06","019",,,,"008402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019008402",,,"452663712","2079945",300,107,193,24.84848,17.57576,26.66667
"06019008501","Census Tract 85.01","Census Tract 85.01, Fresno County, California","ca","140","00","ACSSF","0003593",,,,,"06","019",,,,"008501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019008501",,,"21328310","0",1186,397,789,49.69697,47.87879,55.75758
"06019008502","Census Tract 85.02","Census Tract 85.02, Fresno County, California","ca","140","00","ACSSF","0003594",,,,,"06","019",,,,"008502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06019008502",,,"11032695","0",2201,915,1286,90.30303,84.84849,98.78788
"06021010100","Census Tract 101","Census Tract 101, Glenn County, California","ca","140","00","ACSSF","0003595",,,,,"06","021",,,,"010100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06021010100",,,"16577962","0",2939,1650,1289,111.5152,130.303,123.0303
"06021010200","Census Tract 102","Census Tract 102, Glenn County, California","ca","140","00","ACSSF","0003596",,,,,"06","021",,,,"010200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06021010200",,,"134382400","929041",1791,1388,403,87.27273,110.9091,66.06061
"06021010300","Census Tract 103","Census Tract 103, Glenn County, California","ca","140","00","ACSSF","0003597",,,,,"06","021",,,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06021010300",,,"2543708090","20783679",798,503,295,47.27273,43.63636,44.24242
"06021010400","Census Tract 104","Census Tract 104, Glenn County, California","ca","140","00","ACSSF","0003598",,,,,"06","021",,,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06021010400",,,"22914321","130444",2713,1289,1424,135.1515,130.9091,159.3939
"06021010501","Census Tract 105.01","Census Tract 105.01, Glenn County, California","ca","140","00","ACSSF","0003599",,,,,"06","021",,,,"010501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06021010501",,,"159003102","4075142",1210,777,433,63.0303,64.84849,50.90909
"06021010502","Census Tract 105.02","Census Tract 105.02, Glenn County, California","ca","140","00","ACSSF","0003600",,,,,"06","021",,,,"010502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06021010502",,,"526574416","7775044",634,381,253,46.06061,40,36.36364
"06023000100","Census Tract 1","Census Tract 1, Humboldt County, California","ca","140","00","ACSSF","0003601",,,,,"06","023",,,,"000100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023000100",,,"3861118","2216011",1994,228,1766,103.6364,53.93939,106.0606
"06023000200","Census Tract 2","Census Tract 2, Humboldt County, California","ca","140","00","ACSSF","0003602",,,,,"06","023",,,,"000200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023000200",,,"3115077","590178",2461,1192,1269,126.6667,132.7273,145.4545
"06023000300","Census Tract 3","Census Tract 3, Humboldt County, California","ca","140","00","ACSSF","0003603",,,,,"06","023",,,,"000300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023000300",,,"3081757","264",2442,1334,1108,96.9697,97.57576,112.7273
"06023000400","Census Tract 4","Census Tract 4, Humboldt County, California","ca","140","00","ACSSF","0003604",,,,,"06","023",,,,"000400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023000400",,,"7022793","77338",1571,979,592,69.69697,70.90909,76.9697
"06023000500","Census Tract 5","Census Tract 5, Humboldt County, California","ca","140","00","ACSSF","0003605",,,,,"06","023",,,,"000500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023000500",,,"2410032","187169",1875,484,1391,98.78788,82.42424,111.5152
"06023000600","Census Tract 6","Census Tract 6, Humboldt County, California","ca","140","00","ACSSF","0003606",,,,,"06","023",,,,"000600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023000600",,,"3322763","0",2028,1237,791,123.0303,103.6364,115.1515
"06023000700","Census Tract 7","Census Tract 7, Humboldt County, California","ca","140","00","ACSSF","0003607",,,,,"06","023",,,,"000700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023000700",,,"6223844","15701",2181,1589,592,120,87.27273,103.6364
"06023000800","Census Tract 8","Census Tract 8, Humboldt County, California","ca","140","00","ACSSF","0003608",,,,,"06","023",,,,"000800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023000800",,,"15569451","9233489",2206,1069,1137,94.54546,106.0606,136.9697
"06023000900","Census Tract 9","Census Tract 9, Humboldt County, California","ca","140","00","ACSSF","0003609",,,,,"06","023",,,,"000900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023000900",,,"64395328","51302",2171,1696,475,69.09091,75.75758,54.54546
"06023001000","Census Tract 10","Census Tract 10, Humboldt County, California","ca","140","00","ACSSF","0003610",,,,,"06","023",,,,"001000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023001000",,,"5474464","41726",2395,404,1991,129.0909,77.57576,143.0303
"06023001101","Census Tract 11.01","Census Tract 11.01, Humboldt County, California","ca","140","00","ACSSF","0003611",,,,,"06","023",,,,"001101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023001101",,,"9632338","0",2753,1284,1469,133.3333,123.0303,135.7576
"06023001200","Census Tract 12","Census Tract 12, Humboldt County, California","ca","140","00","ACSSF","0003612",,,,,"06","023",,,,"001200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023001200",,,"652061882","1758038",1839,836,1003,93.93939,64.84849,89.69697
"06023001300","Census Tract 13","Census Tract 13, Humboldt County, California","ca","140","00","ACSSF","0003613",,,,,"06","023",,,,"001300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023001300",,,"41340408","41280175",579,302,277,41.21212,38.78788,36.36364
"06023010102","Census Tract 101.02","Census Tract 101.02, Humboldt County, California","ca","140","00","ACSSF","0003614",,,,,"06","023",,,,"010102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023010102",,,"2020447487","8710502",973,629,344,88.48485,80.60606,60.60606
"06023010200","Census Tract 102","Census Tract 102, Humboldt County, California","ca","140","00","ACSSF","0003615",,,,,"06","023",,,,"010200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023010200",,,"629137473","37886476",1200,858,342,61.81818,63.63636,38.78788
"06023010300","Census Tract 103","Census Tract 103, Humboldt County, California","ca","140","00","ACSSF","0003616",,,,,"06","023",,,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023010300",,,"648595085","1138867",1366,963,403,58.18182,55.75758,49.69697
"06023010400","Census Tract 104","Census Tract 104, Humboldt County, California","ca","140","00","ACSSF","0003617",,,,,"06","023",,,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023010400",,,"36502827","2665631",1448,1026,422,60.60606,75.15151,60.60606
"06023010501","Census Tract 105.01","Census Tract 105.01, Humboldt County, California","ca","140","00","ACSSF","0003618",,,,,"06","023",,,,"010501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023010501",,,"9626771","768171",3065,1847,1218,109.0909,130.303,134.5455
"06023010502","Census Tract 105.02","Census Tract 105.02, Humboldt County, California","ca","140","00","ACSSF","0003619",,,,,"06","023",,,,"010502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023010502",,,"29130106","193504",2328,1447,881,72.72727,120,122.4242
"06023010600","Census Tract 106","Census Tract 106, Humboldt County, California","ca","140","00","ACSSF","0003620",,,,,"06","023",,,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023010600",,,"210803813","53387",739,582,157,38.78788,37.57576,28.48485
"06023010700","Census Tract 107","Census Tract 107, Humboldt County, California","ca","140","00","ACSSF","0003621",,,,,"06","023",,,,"010700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023010700",,,"111657957","11865312",2883,2221,662,127.8788,141.8182,117.5758
"06023010800","Census Tract 108","Census Tract 108, Humboldt County, California","ca","140","00","ACSSF","0003622",,,,,"06","023",,,,"010800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023010800",,,"102229206","22911654",1771,976,795,74.54546,84.24242,87.87878
"06023010901","Census Tract 109.01","Census Tract 109.01, Humboldt County, California","ca","140","00","ACSSF","0003623",,,,,"06","023",,,,"010901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023010901",,,"7130328","0",1745,933,812,80.60606,94.54546,115.1515
"06023010902","Census Tract 109.02","Census Tract 109.02, Humboldt County, California","ca","140","00","ACSSF","0003624",,,,,"06","023",,,,"010902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023010902",,,"1048708081","1050071",1642,1233,409,63.0303,65.45454,51.51515
"06023011000","Census Tract 110","Census Tract 110, Humboldt County, California","ca","140","00","ACSSF","0003625",,,,,"06","023",,,,"011000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023011000",,,"7156839","0",1833,1299,534,67.27273,85.45454,74.54546
"06023011100","Census Tract 111","Census Tract 111, Humboldt County, California","ca","140","00","ACSSF","0003626",,,,,"06","023",,,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023011100",,,"301387536","3764825",1694,939,755,99.39394,91.51515,98.18182
"06023011200","Census Tract 112","Census Tract 112, Humboldt County, California","ca","140","00","ACSSF","0003627",,,,,"06","023",,,,"011200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023011200",,,"995172041","30608117",1310,716,594,61.81818,64.84849,52.72727
"06023011500","Census Tract 115","Census Tract 115, Humboldt County, California","ca","140","00","ACSSF","0003628",,,,,"06","023",,,,"011500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023011500",,,"883945525","9150448",1582,1069,513,146.6667,126.6667,132.7273
"06023011600","Census Tract 116","Census Tract 116, Humboldt County, California","ca","140","00","ACSSF","0003629",,,,,"06","023",,,,"011600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023011600",,,"1017865401","3425752",1543,930,613,89.09091,102.4242,92.12122
"06023940000","Census Tract 9400","Census Tract 9400, Humboldt County, California","ca","140","00","ACSSF","0003630",,,,,"06","023",,,,"940000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023940000",,,"364418757","2369202",1062,776,286,80.60606,75.15151,51.51515
"06023990100","Census Tract 9901","Census Tract 9901, Humboldt County, California","ca","140","00","ACSSF","0003631",,,,,"06","023",,,,"990100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06023990100",,,"0","1061851402",0,0,0,7.272727,7.272727,7.272727
"06025010101","Census Tract 101.01","Census Tract 101.01, Imperial County, California","ca","140","00","ACSSF","0003632",,,,,"06","025",,,,"010101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010101",,,"379172017","954069",30,10,20,15.75758,7.878788,13.93939
"06025010102","Census Tract 101.02","Census Tract 101.02, Imperial County, California","ca","140","00","ACSSF","0003633",,,,,"06","025",,,,"010102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010102",,,"233852831","189009530",1126,613,513,87.27273,80,60.60606
"06025010200","Census Tract 102","Census Tract 102, Imperial County, California","ca","140","00","ACSSF","0003634",,,,,"06","025",,,,"010200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010200",,,"187539079","36114014",739,324,415,40.60606,35.75758,37.57576
"06025010300","Census Tract 103","Census Tract 103, Imperial County, California","ca","140","00","ACSSF","0003635",,,,,"06","025",,,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010300",,,"467682510","338212",313,249,64,30.90909,27.87879,17.57576
"06025010400","Census Tract 104","Census Tract 104, Imperial County, California","ca","140","00","ACSSF","0003636",,,,,"06","025",,,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010400",,,"6174249","0",1729,831,898,107.2727,86.66666,106.6667
"06025010500","Census Tract 105","Census Tract 105, Imperial County, California","ca","140","00","ACSSF","0003637",,,,,"06","025",,,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010500",,,"3629627","0",1948,918,1030,103.6364,106.6667,118.7879
"06025010600","Census Tract 106","Census Tract 106, Imperial County, California","ca","140","00","ACSSF","0003638",,,,,"06","025",,,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010600",,,"8635057","0",2030,1336,694,117.5758,130.9091,110.303
"06025010700","Census Tract 107","Census Tract 107, Imperial County, California","ca","140","00","ACSSF","0003639",,,,,"06","025",,,,"010700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010700",,,"5585849","0",1172,520,652,90.90909,71.51515,73.93939
